""
"Test Method","SMA-CFTC.msm"
"Sample I. D.","Sample89.mss"
"Specimen Number","1"

"Time (h)","Load (N)","Crosshead (in)","Temperature Chamber (C)","Extension (mm)","Stress (MPa)"
0.537,90.747,0.15975,3.00,3.795,198.991
0.538,90.515,0.16000,3.00,3.802,198.482
0.538,90.010,0.16059,2.90,3.817,197.375
0.538,90.172,0.16126,2.90,3.833,197.729
0.538,90.173,0.16186,2.70,3.849,197.731
0.539,90.282,0.16243,2.60,3.863,197.971
0.539,90.551,0.16293,2.60,3.876,198.560
0.539,90.409,0.16333,2.50,3.886,198.250
0.539,90.372,0.16384,2.50,3.899,198.169
0.540,90.575,0.16428,2.50,3.910,198.614
0.540,90.624,0.16463,2.40,3.919,198.721
0.540,90.531,0.16499,2.40,3.928,198.517
0.541,90.725,0.16537,2.40,3.938,198.942
0.541,90.638,0.16562,2.30,3.944,198.751
0.541,90.520,0.16602,2.30,3.954,198.493
0.541,90.748,0.16635,2.30,3.963,198.994
0.542,90.847,0.16660,2.20,3.969,199.210
0.542,90.815,0.16682,2.20,3.975,199.140
0.542,90.866,0.16706,2.20,3.981,199.252
0.543,90.924,0.16723,2.10,3.985,199.380
0.543,90.948,0.16739,2.10,3.989,199.431
0.543,90.976,0.16755,2.10,3.993,199.492
0.543,90.966,0.16769,2.00,3.997,199.472
0.544,90.951,0.16785,2.00,4.001,199.437
0.544,90.815,0.16800,2.00,4.005,199.140
0.544,90.842,0.16823,2.00,4.011,199.199
0.544,90.863,0.16844,2.00,4.016,199.246
0.545,90.935,0.16863,1.90,4.021,199.403
0.545,90.947,0.16877,1.90,4.024,199.429
0.545,90.722,0.16898,1.90,4.030,198.936
0.546,90.680,0.16930,1.90,4.038,198.844
0.546,90.723,0.16961,1.80,4.045,198.937
0.546,90.850,0.16984,1.80,4.051,199.215
0.546,90.865,0.17004,1.70,4.057,199.248
0.547,90.941,0.17022,1.70,4.061,199.416
0.547,90.912,0.17038,1.70,4.065,199.351
0.547,90.915,0.17055,1.70,4.069,199.359
0.548,90.543,0.17082,1.70,4.076,198.543
0.548,90.595,0.17121,1.70,4.086,198.658
0.548,90.738,0.17156,1.60,4.095,198.971
0.548,90.856,0.17180,1.50,4.101,199.230
0.549,90.857,0.17201,1.50,4.107,199.232
0.549,90.907,0.17221,1.50,4.112,199.342
0.549,90.913,0.17237,1.40,4.116,199.354
0.549,90.927,0.17254,1.40,4.120,199.384
0.550,90.883,0.17270,1.40,4.124,199.290
0.550,90.824,0.17292,1.30,4.130,199.158
0.550,90.942,0.17311,1.30,4.134,199.418
0.551,90.882,0.17329,1.30,4.139,199.287
0.551,90.950,0.17345,1.30,4.143,199.436
0.551,90.770,0.17365,1.30,4.148,199.042
0.551,90.702,0.17393,1.20,4.155,198.891
0.552,90.820,0.17420,1.10,4.162,199.152
0.552,90.516,0.17450,1.10,4.170,198.484
0.552,90.399,0.17496,1.00,4.181,198.228
0.553,90.399,0.17546,0.90,4.194,198.227
0.553,90.582,0.17588,0.90,4.205,198.629
0.553,90.760,0.17620,0.90,4.213,199.019
0.553,90.764,0.17646,0.90,4.220,199.029
0.554,90.833,0.17669,0.90,4.225,199.180
0.554,90.527,0.17700,0.80,4.233,198.507
0.554,90.695,0.17737,0.70,4.243,198.878
0.554,90.791,0.17764,0.70,4.250,199.088
0.555,90.810,0.17787,0.70,4.255,199.128
0.555,90.839,0.17810,0.60,4.261,199.192
0.555,90.833,0.17833,0.60,4.267,199.180
0.556,90.821,0.17854,0.60,4.272,199.153
0.556,90.804,0.17880,0.60,4.279,199.115
0.556,90.817,0.17901,0.60,4.284,199.144
0.556,90.716,0.17926,0.60,4.291,198.923
0.557,90.774,0.17954,0.56,4.298,199.050
0.557,90.872,0.17975,0.50,4.303,199.265
0.557,90.933,0.17994,0.40,4.308,199.399
0.558,90.971,0.18011,0.40,4.312,199.481
0.558,90.725,0.18030,0.40,4.317,198.943
0.558,90.763,0.18059,0.30,4.324,199.025
0.558,90.645,0.18091,0.30,4.333,198.768
0.559,90.505,0.18130,0.20,4.343,198.459
0.559,90.492,0.18172,0.10,4.353,198.431
0.559,90.116,0.18229,0.10,4.368,197.606
0.559,90.178,0.18293,0.00,4.384,197.742
0.560,90.452,0.18346,-0.10,4.397,198.345
0.560,90.504,0.18386,-0.10,4.408,198.459
0.560,90.105,0.18441,-0.20,4.421,197.582
0.561,90.339,0.18500,-0.30,4.437,198.096
0.561,90.334,0.18551,-0.30,4.449,198.086
0.561,90.475,0.18600,-0.40,4.462,198.395
0.561,90.715,0.18635,0.00,4.471,198.921
0.562,90.797,0.18663,0.00,4.478,199.099
0.562,90.749,0.18687,-0.50,4.484,198.995
0.562,90.681,0.18719,-0.60,4.492,198.846
0.563,90.715,0.18748,-0.60,4.499,198.920
0.563,90.778,0.18776,-0.60,4.506,199.059
0.563,90.884,0.18798,-0.60,4.512,199.292
0.563,90.762,0.18823,-0.60,4.518,199.023
0.564,90.825,0.18848,-0.70,4.525,199.162
0.564,91.017,0.18865,-0.80,4.529,199.582
0.564,91.029,0.18875,-0.80,4.532,199.609
0.564,91.051,0.18885,-0.80,4.534,199.656
0.565,91.001,0.18894,-0.80,4.537,199.549
0.565,91.000,0.18904,-0.80,4.539,199.545
0.565,90.876,0.18919,-0.80,4.543,199.274
0.566,91.003,0.18936,-0.80,4.547,199.552
0.566,90.911,0.18950,-0.80,4.551,199.349
0.566,90.920,0.18969,-0.80,4.555,199.369
0.566,91.021,0.18984,-0.90,4.559,199.592
0.567,90.834,0.18997,-0.90,4.563,199.181
0.567,90.647,0.19025,-1.00,4.570,198.771
0.567,90.604,0.19061,-1.10,4.579,198.678
0.568,90.848,0.19091,-1.10,4.587,199.212
0.568,90.915,0.19108,-1.10,4.591,199.358
0.568,90.720,0.19129,-1.10,4.596,198.931
0.568,90.871,0.19155,-1.10,4.603,199.262
0.569,90.907,0.19172,-1.20,4.607,199.341
0.569,90.836,0.19192,-1.20,4.612,199.186
0.569,90.827,0.19217,-1.20,4.619,199.165
0.569,90.836,0.19238,-1.30,4.624,199.186
0.570,90.829,0.19261,-1.40,4.630,199.171
0.570,91.002,0.19278,-1.40,4.634,199.549
0.570,90.979,0.19291,-1.40,4.637,199.500
0.571,90.947,0.19305,-1.40,4.641,199.430
0.571,91.027,0.19318,-1.40,4.644,199.604
0.571,91.018,0.19328,-1.40,4.647,199.585
0.571,91.111,0.19336,-1.40,4.649,199.790
0.572,91.072,0.19342,-1.40,4.650,199.704
0.572,91.024,0.19350,-1.40,4.652,199.597
0.572,91.104,0.19358,-1.40,4.654,199.774
0.573,90.912,0.19370,-1.40,4.657,199.352
0.573,90.911,0.19389,-1.50,4.662,199.351
0.573,90.967,0.19406,-1.50,4.666,199.473
0.573,90.915,0.19422,0.00,4.671,199.359
0.574,90.906,0.19440,0.00,4.675,199.340
0.574,90.754,0.19463,0.00,4.681,199.006
0.574,90.870,0.19485,-1.70,4.687,199.260
0.574,90.801,0.19507,-1.70,4.692,199.109
0.575,90.719,0.19535,-1.70,4.699,198.929
0.575,90.745,0.19565,-1.80,4.707,198.986
0.575,90.715,0.19592,-1.80,4.714,198.919
0.576,90.692,0.19621,-1.80,4.721,198.870
0.576,90.779,0.19651,-1.90,4.729,199.060
0.576,90.723,0.19672,-2.00,4.734,198.938
0.576,90.652,0.19704,-2.00,4.742,198.782
0.577,90.563,0.19740,-2.00,4.751,198.586
0.577,90.674,0.19772,-2.10,4.760,198.830
0.577,90.604,0.19808,-2.10,4.769,198.678
0.578,90.759,0.19842,-2.30,4.777,199.017
0.578,90.894,0.19864,-2.30,4.783,199.312
0.578,91.120,0.19877,-2.30,4.786,199.808
0.578,90.982,0.19885,-2.30,4.788,199.506
0.579,90.937,0.19900,-2.30,4.792,199.406
0.579,90.971,0.19914,-2.30,4.796,199.483
0.579,91.046,0.19926,-2.40,4.799,199.646
0.579,91.114,0.19933,-2.30,4.800,199.795
0.580,91.246,0.19935,-2.30,4.801,200.084
0.580,91.216,0.19935,-2.30,4.801,200.019
0.580,91.073,0.19935,-2.30,4.801,199.706
0.581,91.054,0.19944,-2.30,4.803,199.664
0.581,91.145,0.19949,-2.30,4.804,199.863
0.581,90.841,0.19957,-2.30,4.807,199.196
0.581,90.573,0.19992,-2.30,4.815,198.609
0.582,90.583,0.20029,-2.40,4.825,198.631
0.582,90.676,0.20062,-2.50,4.833,198.834
0.582,90.457,0.20102,-2.50,4.843,198.354
0.583,90.569,0.20144,-2.60,4.854,198.601
0.583,90.830,0.20173,0.00,4.861,199.173
0.583,90.946,0.20193,0.00,4.866,199.428
0.583,90.997,0.20206,-2.80,4.870,199.540
0.584,91.016,0.20217,-2.80,4.872,199.581
0.584,91.046,0.20225,-2.80,4.875,199.645
0.584,91.061,0.20235,-2.80,4.877,199.680
0.584,91.110,0.20241,-2.80,4.879,199.787
0.585,91.028,0.20248,-2.80,4.881,199.607
0.585,91.057,0.20257,-2.80,4.883,199.671
0.585,91.121,0.20264,-2.90,4.885,199.811
0.586,90.876,0.20275,-2.90,4.887,199.273
0.586,90.840,0.20299,-2.90,4.893,199.194
0.586,90.777,0.20324,-3.00,4.900,199.056
0.586,90.815,0.20346,-3.00,4.905,199.141
0.587,90.846,0.20368,-3.00,4.911,199.207
0.587,90.980,0.20386,-3.00,4.915,199.501
0.587,91.027,0.20399,-3.00,4.919,199.605
0.588,90.988,0.20409,-3.00,4.921,199.518
0.588,90.849,0.20424,-3.10,4.925,199.214
0.588,90.912,0.20444,-3.10,4.930,199.353
0.588,90.792,0.20465,-3.10,4.935,199.089
0.589,90.853,0.20487,-3.10,4.941,199.223
0.589,90.685,0.20511,-3.20,4.947,198.854
0.589,90.613,0.20544,-3.30,4.956,198.697
0.589,90.659,0.20578,-3.30,4.964,198.798
0.590,90.722,0.20607,-3.40,4.972,198.936
0.590,90.594,0.20641,-3.50,4.980,198.655
0.590,90.771,0.20674,-3.50,4.989,199.044
0.591,90.898,0.20694,-3.50,4.994,199.321
0.591,90.929,0.20711,-3.60,4.998,199.389
0.591,91.065,0.20724,-3.60,5.001,199.687
0.591,90.953,0.20735,-3.60,5.004,199.443
0.592,90.864,0.20754,-3.60,5.009,199.247
0.592,90.862,0.20772,-3.60,5.013,199.243
0.592,90.857,0.20793,-3.60,5.019,199.232
0.593,90.807,0.20815,-3.70,5.025,199.122
0.593,90.932,0.20835,-3.70,5.029,199.397
0.593,90.981,0.20850,0.00,5.033,199.503
0.593,90.988,0.20865,-3.80,5.037,199.520
0.594,91.064,0.20876,-3.80,5.040,199.685
0.594,91.023,0.20882,-3.80,5.042,199.596
0.594,90.954,0.20895,-3.90,5.045,199.445
0.594,91.104,0.20905,-3.90,5.047,199.773
0.595,90.999,0.20914,-3.90,5.050,199.542
0.595,91.007,0.20928,-3.90,5.053,199.560
0.595,90.992,0.20939,-3.90,5.056,199.528
0.596,90.917,0.20952,-3.90,5.059,199.363
0.596,90.862,0.20973,-4.00,5.065,199.243
0.596,90.935,0.20989,-4.00,5.069,199.402
0.596,90.659,0.21013,0.00,5.075,198.798
0.597,90.508,0.21052,0.00,5.085,198.466
0.597,90.681,0.21089,0.00,5.094,198.846
0.597,90.656,0.21118,-4.20,5.101,198.790
0.598,90.609,0.21155,-4.30,5.111,198.689
0.598,90.830,0.21184,-4.30,5.118,199.172
0.598,90.964,0.21202,-4.40,5.123,199.465
0.598,91.037,0.21213,-4.40,5.126,199.627
0.599,91.089,0.21220,-4.40,5.127,199.740
0.599,91.158,0.21224,-4.40,5.128,199.891
0.599,91.168,0.21226,-4.40,5.129,199.913
0.599,91.117,0.21230,-4.40,5.130,199.802
0.600,90.971,0.21236,-4.40,5.131,199.482
0.600,90.999,0.21251,-4.40,5.135,199.543
0.600,90.981,0.21262,-4.40,5.138,199.504
0.601,91.046,0.21276,-4.50,5.142,199.646
0.601,90.928,0.21286,-4.50,5.144,199.388
0.601,90.805,0.21309,-4.50,5.150,199.119
0.601,90.853,0.21332,-4.60,5.156,199.223
0.602,91.001,0.21349,-4.70,5.160,199.547
0.602,91.060,0.21358,-4.70,5.162,199.677
0.602,90.866,0.21373,-4.70,5.166,199.252
0.603,90.856,0.21395,-4.70,5.172,199.229
0.603,91.003,0.21414,-4.70,5.177,199.553
0.603,91.071,0.21423,-4.80,5.179,199.702
0.603,91.079,0.21430,-4.80,5.181,199.718
0.604,91.177,0.21435,-4.80,5.182,199.933
0.604,91.085,0.21439,-4.80,5.183,199.731
0.604,91.167,0.21444,-4.80,5.184,199.911
0.604,91.153,0.21446,-4.80,5.185,199.881
0.605,91.124,0.21450,-4.70,5.186,199.818
0.605,91.155,0.21452,-4.70,5.186,199.885
0.605,91.058,0.21454,-4.70,5.187,199.672
0.606,91.034,0.21464,-4.80,5.189,199.619
0.606,90.903,0.21478,-4.80,5.193,199.333
0.606,90.973,0.21493,-4.80,5.197,199.485
0.606,90.936,0.21507,-4.90,5.200,199.404
0.607,90.778,0.21526,-4.90,5.205,199.060
0.607,90.918,0.21548,-5.00,5.211,199.366
0.607,90.962,0.21563,-5.10,5.215,199.461
0.608,90.861,0.21579,-5.10,5.218,199.241
0.608,90.867,0.21599,0.00,5.224,199.253
0.608,90.859,0.21619,0.00,5.229,199.235
0.608,90.932,0.21637,0.00,5.233,199.397
0.609,91.073,0.21648,-5.20,5.236,199.705
0.609,91.058,0.21654,-5.30,5.238,199.672
0.609,91.033,0.21665,-5.30,5.240,199.618
0.609,91.048,0.21674,-5.30,5.243,199.650
0.610,91.055,0.21682,-5.30,5.245,199.666
0.610,90.863,0.21694,-5.30,5.248,199.245
0.610,90.967,0.21711,-5.40,5.252,199.474
0.611,90.725,0.21731,-5.40,5.257,198.942
0.611,90.645,0.21763,-5.40,5.265,198.766
0.611,90.814,0.21793,-5.50,5.273,199.139
0.611,90.877,0.21812,-5.60,5.278,199.275
0.612,90.952,0.21831,-5.60,5.283,199.441
0.612,90.997,0.21844,-5.70,5.286,199.539
0.612,91.086,0.21852,-5.70,5.288,199.734
0.613,91.027,0.21861,-5.70,5.290,199.605
0.613,90.983,0.21872,-5.70,5.293,199.508
0.613,91.025,0.21884,-5.70,5.296,199.600
0.613,91.019,0.21895,-5.70,5.299,199.587
0.614,91.012,0.21906,-5.70,5.302,199.572
0.614,91.099,0.21915,-5.70,5.304,199.762
0.614,91.095,0.21919,-5.70,5.305,199.754
0.614,91.062,0.21926,-5.70,5.307,199.682
0.615,91.131,0.21932,-5.80,5.308,199.832
0.615,91.086,0.21939,-5.80,5.310,199.735
0.615,90.991,0.21949,-5.80,5.312,199.526
0.616,91.024,0.21960,-5.80,5.315,199.598
0.616,90.854,0.21974,-5.80,5.319,199.224
0.616,90.880,0.21994,-5.90,5.324,199.283
0.616,91.046,0.22009,-5.90,5.328,199.646
0.617,91.002,0.22019,-5.90,5.330,199.549
0.617,91.100,0.22030,-6.00,5.333,199.766
0.617,90.912,0.22039,-6.00,5.335,199.353
0.618,90.901,0.22059,-6.00,5.341,199.329
0.618,90.983,0.22076,-6.10,5.345,199.508
0.618,91.055,0.22087,-6.10,5.347,199.665
0.618,90.876,0.22103,-6.10,5.352,199.272
0.619,91.039,0.22118,-6.20,5.355,199.632
0.619,90.959,0.22129,0.00,5.358,199.456
0.619,91.001,0.22144,0.00,5.362,199.548
0.619,90.946,0.22155,-6.30,5.365,199.428
0.620,90.853,0.22173,-6.30,5.369,199.224
0.620,90.961,0.22191,-6.30,5.374,199.459
0.620,91.054,0.22202,-6.30,5.377,199.663
0.621,90.933,0.22216,-6.30,5.380,199.398
0.621,90.945,0.22228,-6.40,5.383,199.425
0.621,90.967,0.22243,-6.40,5.387,199.474
0.621,90.926,0.22257,-6.40,5.391,199.384
0.622,90.928,0.22276,-6.50,5.396,199.387
0.622,91.015,0.22292,-6.60,5.400,199.578
0.622,91.030,0.22302,-6.60,5.402,199.612
0.623,91.098,0.22311,-6.60,5.404,199.760
0.623,91.119,0.22316,-6.60,5.406,199.807
0.623,91.123,0.22321,-6.60,5.407,199.816
0.623,91.201,0.22322,-6.60,5.407,199.987
0.624,91.211,0.22323,-6.60,5.407,200.008
0.624,91.101,0.22324,-6.60,5.408,199.767
0.624,91.119,0.22330,-6.60,5.409,199.806
0.624,91.141,0.22332,-6.60,5.410,199.854
0.625,91.042,0.22341,-6.60,5.412,199.637
0.625,91.101,0.22348,-6.60,5.414,199.766
0.625,90.791,0.22363,-6.60,5.418,199.087
0.626,90.829,0.22390,-6.60,5.425,199.171
0.626,90.965,0.22406,-6.70,5.429,199.470
0.626,91.007,0.22420,-6.80,5.432,199.561
0.626,91.058,0.22431,-6.80,5.435,199.672
0.627,91.140,0.22437,-6.80,5.436,199.852
0.627,90.941,0.22448,-6.90,5.439,199.415
0.627,91.082,0.22460,-6.90,5.442,199.726
0.628,90.977,0.22469,-6.90,5.445,199.496
0.628,90.972,0.22481,-7.00,5.448,199.483
0.628,90.981,0.22495,-7.00,5.451,199.504
0.628,90.976,0.22509,-7.00,5.455,199.492
0.629,90.867,0.22526,-7.10,5.459,199.254
0.629,90.951,0.22543,-7.10,5.463,199.438
0.629,91.000,0.22557,-7.10,5.467,199.544
0.629,91.038,0.22569,-7.20,5.470,199.628
0.630,91.072,0.22577,-7.20,5.472,199.704
0.630,90.955,0.22586,-7.20,5.474,199.448
0.630,91.057,0.22599,-7.20,5.478,199.671
0.631,91.182,0.22606,-7.20,5.479,199.943
0.631,91.049,0.22611,-7.20,5.481,199.652
0.631,91.041,0.22621,-7.20,5.483,199.636
0.631,91.083,0.22631,-7.20,5.486,199.728
0.632,91.084,0.22638,-7.30,5.488,199.730
0.632,91.035,0.22648,0.00,5.490,199.623
0.632,91.095,0.22656,0.00,5.492,199.753
0.633,91.042,0.22662,0.00,5.494,199.638
0.633,90.904,0.22674,0.00,5.497,199.336
0.633,90.970,0.22691,0.00,5.501,199.479
0.633,91.047,0.22704,0.00,5.504,199.648
0.634,90.914,0.22717,-7.40,5.508,199.357
0.634,90.951,0.22735,-7.40,5.512,199.438
0.634,90.911,0.22749,-7.50,5.516,199.349
0.634,90.891,0.22770,-7.50,5.521,199.307
0.635,91.072,0.22783,-7.50,5.524,199.703
0.635,91.014,0.22794,-7.60,5.527,199.576
0.635,90.990,0.22806,-7.60,5.530,199.524
0.636,91.166,0.22813,-7.60,5.532,199.909
0.636,91.095,0.22815,-7.60,5.533,199.754
0.636,90.971,0.22825,-7.60,5.535,199.481
0.636,91.076,0.22837,-7.70,5.538,199.712
0.637,91.090,0.22844,-7.70,5.540,199.742
0.637,91.195,0.22849,-7.70,5.541,199.974
0.637,91.166,0.22849,-7.70,5.541,199.910
0.638,90.999,0.22854,-7.70,5.542,199.543
0.638,91.024,0.22866,-7.70,5.545,199.598
0.638,91.100,0.22875,-7.70,5.548,199.764
0.638,91.060,0.22881,-7.80,5.549,199.676
0.639,90.897,0.22895,-7.80,5.553,199.319
0.639,90.957,0.22911,-7.80,5.557,199.451
0.639,91.111,0.22921,-7.90,5.559,199.788
0.639,91.093,0.22925,-7.90,5.560,199.749
0.640,91.057,0.22933,-7.90,5.563,199.670
0.640,91.064,0.22942,-7.90,5.565,199.685
0.640,91.142,0.22948,-7.90,5.566,199.856
0.641,91.138,0.22950,-8.00,5.567,199.848
0.641,91.021,0.22958,-8.00,5.569,199.592
0.641,90.911,0.22975,-8.00,5.573,199.350
0.641,90.972,0.22991,-8.00,5.577,199.485
0.642,91.022,0.23004,-8.10,5.581,199.594
0.642,91.083,0.23012,-8.10,5.583,199.728
0.642,91.171,0.23016,-8.10,5.584,199.920
0.643,91.055,0.23023,-8.10,5.585,199.665
0.643,91.154,0.23030,-8.10,5.587,199.883
0.643,91.101,0.23033,-8.20,5.588,199.767
0.643,91.103,0.23039,-8.20,5.589,199.770
0.644,91.083,0.23046,-8.20,5.591,199.727
0.644,91.040,0.23054,-8.20,5.593,199.634
0.644,91.110,0.23062,-8.20,5.595,199.787
0.644,91.046,0.23065,-8.20,5.596,199.646
0.645,90.946,0.23080,-8.20,5.600,199.427
0.645,90.991,0.23093,-8.20,5.603,199.525
0.645,91.082,0.23103,-8.20,5.606,199.726
0.646,91.035,0.23111,-8.30,5.608,199.622
0.646,91.012,0.23122,-8.30,5.610,199.573
0.646,91.029,0.23133,-8.30,5.613,199.609
0.646,91.097,0.23141,-8.40,5.615,199.758
0.647,91.024,0.23151,-8.40,5.618,199.599
0.647,91.089,0.23160,-8.40,5.620,199.740
0.647,91.081,0.23166,-8.40,5.622,199.722
0.648,91.016,0.23176,-8.50,5.624,199.580
0.648,91.129,0.23182,-8.50,5.626,199.828
0.648,90.978,0.23191,-8.50,5.628,199.498
0.648,91.020,0.23202,-8.60,5.631,199.588
0.649,91.128,0.23210,-8.60,5.633,199.827
0.649,91.131,0.23215,-8.60,5.634,199.832
0.649,91.202,0.23218,-8.60,5.635,199.988
0.649,91.121,0.23220,-8.60,5.635,199.811
0.650,91.074,0.23228,-8.50,5.637,199.708
0.650,91.122,0.23233,-8.50,5.639,199.812
0.650,91.086,0.23238,-8.50,5.640,199.733
0.651,91.019,0.23248,-8.60,5.642,199.587
0.651,90.954,0.23259,-8.60,5.645,199.446
0.651,90.936,0.23274,-8.60,5.649,199.404
0.651,91.019,0.23287,-8.70,5.652,199.587
0.652,90.970,0.23301,-8.75,5.656,199.481
0.652,90.946,0.23316,-8.80,5.660,199.427
0.652,91.039,0.23330,-8.80,5.663,199.631
0.653,90.956,0.23344,-8.80,5.667,199.448
0.653,90.968,0.23357,-8.80,5.670,199.474
0.653,90.895,0.23376,-8.90,5.675,199.316
0.653,90.908,0.23393,-8.90,5.679,199.344
0.654,90.745,0.23417,-9.00,5.685,198.987
0.654,90.788,0.23443,-9.10,5.692,199.080
0.654,90.972,0.23463,-9.10,5.697,199.484
0.654,90.902,0.23477,-9.20,5.701,199.330
0.655,90.919,0.23496,-9.20,5.705,199.367
0.655,90.982,0.23512,-9.20,5.709,199.506
0.655,90.960,0.23525,-9.30,5.713,199.457
0.656,91.052,0.23538,-9.30,5.716,199.659
0.656,90.856,0.23551,-9.30,5.719,199.229
0.656,90.908,0.23570,-9.30,5.724,199.344
0.656,90.988,0.23586,-9.40,5.728,199.520
0.657,90.899,0.23600,-9.40,5.732,199.323
0.657,90.892,0.23620,-9.50,5.737,199.309
0.657,90.815,0.23641,-9.60,5.742,199.140
0.658,90.908,0.23661,-9.60,5.747,199.344
0.658,90.942,0.23678,-9.60,5.752,199.419
0.658,90.990,0.23691,-9.70,5.755,199.523
0.658,91.016,0.23704,-9.70,5.758,199.579
0.659,91.010,0.23714,-9.70,5.761,199.567
0.659,90.958,0.23728,-9.70,5.764,199.453
0.659,91.058,0.23740,-9.70,5.767,199.673
0.659,91.148,0.23746,-9.70,5.769,199.870
0.660,91.027,0.23753,-9.70,5.771,199.605
0.660,90.942,0.23766,-9.70,5.774,199.417
0.660,91.013,0.23778,-9.70,5.777,199.575
0.661,90.930,0.23791,-9.80,5.780,199.393
0.661,91.071,0.23804,-9.80,5.784,199.701
0.661,91.128,0.23809,-9.80,5.785,199.826
0.661,91.023,0.23817,-9.90,5.787,199.597
0.662,91.006,0.23827,-9.90,5.790,199.558
0.662,91.001,0.23836,-9.90,5.792,199.548
0.662,90.800,0.23857,-10.00,5.797,199.108
0.663,90.860,0.23881,-10.00,5.803,199.238
0.663,91.022,0.23898,-10.10,5.807,199.594
0.663,90.967,0.23911,-10.10,5.811,199.474
0.663,90.986,0.23925,-10.10,5.814,199.514
0.664,91.094,0.23935,-10.30,5.817,199.751
0.664,91.090,0.23940,-10.30,5.818,199.743
0.664,91.134,0.23946,-10.30,5.820,199.839
0.664,91.140,0.23948,-10.30,5.820,199.852
0.665,91.196,0.23949,-10.20,5.821,199.974
0.665,91.083,0.23951,-10.20,5.821,199.727
0.665,91.124,0.23958,-10.20,5.823,199.816
0.666,90.984,0.23967,-10.20,5.825,199.510
0.666,90.946,0.23981,-10.20,5.829,199.427
0.666,90.918,0.23995,-10.30,5.832,199.366
0.666,90.969,0.24007,-10.40,5.835,199.478
0.667,90.797,0.24027,-10.40,5.840,199.100
0.667,90.921,0.24048,-10.50,5.846,199.373
0.667,91.003,0.24061,-10.60,5.849,199.551
0.668,91.025,0.24072,-10.60,5.852,199.601
0.668,91.038,0.24081,-10.60,5.854,199.628
0.668,91.056,0.24090,-10.60,5.856,199.669
0.668,91.078,0.24098,-10.60,5.858,199.717
0.669,91.127,0.24103,-10.60,5.860,199.824
0.669,91.095,0.24109,-10.60,5.861,199.754
0.669,91.041,0.24117,-10.60,5.863,199.635
0.669,91.118,0.24124,-10.60,5.865,199.803
0.670,91.061,0.24129,-10.60,5.866,199.680
0.670,91.079,0.24137,-10.70,5.868,199.719
0.670,90.956,0.24148,-10.70,5.871,199.448
0.671,91.047,0.24159,-10.70,5.874,199.649
0.671,91.115,0.24169,-10.80,5.876,199.798
0.671,91.146,0.24172,-10.80,5.877,199.865
0.671,91.142,0.24174,-10.80,5.878,199.856
0.672,91.086,0.24179,-10.80,5.879,199.735
0.672,91.110,0.24187,-10.80,5.881,199.786
0.672,91.170,0.24190,-10.80,5.882,199.919
