"MTS Start (HH:MM:SS) 09:32:03
"Test Method","3Point_Bending.msm"
"Sample I. D.","Sample34.mss"
"Specimen Number","1"

"Time (s)","Load (N)","Extension (mm)","_COM1 (C)","FlexureStress (MPa)","FlexureStrain (mm/mm)"
8385.800,-1297.709,-2.621,-5.400,-97.328,****
8392.200,-1352.329,-2.627,-5.100,-101.425,****
8398.600,-1370.784,-2.622,-4.700,-102.809,****
8405.000,-1297.649,-2.613,-4.400,-97.324,****
8411.400,-1318.262,-2.620,-4.000,-98.870,****
8417.800,-1362.559,-2.622,-3.700,-102.192,****
8424.200,-1334.593,-2.613,-3.300,-100.094,****
8430.600,-1287.118,-2.611,-2.900,-96.534,****
8437.000,-1349.875,-2.619,-2.700,-101.241,****
8443.400,-1340.558,-2.610,-2.300,-100.542,****
8449.800,-1292.820,-2.606,-1.900,-96.961,****
8456.200,-1336.200,-2.614,0.000,-100.215,****
8462.600,-1373.660,-2.611,-1.100,-103.025,****
8469.000,-1318.700,-2.602,-0.800,-98.903,****
8475.400,-1316.591,-2.607,-0.400,-98.744,****
8481.800,-1365.032,-2.609,0.000,-102.377,****
8488.200,-1347.875,-2.601,0.400,-101.091,****
8494.600,-1287.026,-2.598,0.800,-96.527,****
8501.000,-1341.986,-2.604,1.100,-100.649,****
8507.400,-1361.244,-2.599,1.500,-102.093,****
8513.800,-1310.475,-2.591,2.000,-98.286,****
8520.200,-1294.970,-2.594,2.300,-97.123,****
8526.600,-1372.331,-2.597,2.800,-102.925,****
8533.000,-1332.934,-2.589,3.100,-99.970,****
8539.400,-1292.831,-2.585,3.600,-96.962,****
8545.800,-1347.188,-2.594,3.900,-101.039,****
8552.200,-1344.734,-2.585,4.300,-100.855,****
8558.600,-1290.636,-2.581,4.700,-96.798,****
8565.000,-1340.310,-2.588,5.200,-100.523,****
8571.400,-1365.533,-2.583,5.600,-102.415,****
8577.800,-1290.354,-2.575,6.000,-96.777,****
8584.200,-1326.956,-2.581,6.400,-99.522,****
8590.600,-1374.331,-2.579,6.800,-103.075,****
8597.000,-1293.654,-2.569,7.400,-97.024,****
8603.400,-1327.713,-2.575,7.700,-99.579,****
8609.800,-1373.573,-2.573,8.100,-103.018,****
8616.200,-1306.588,-2.562,8.500,-97.994,****
8622.600,-1306.007,-2.566,9.000,-97.950,****
8629.000,-1348.465,-2.570,9.400,-101.135,****
8635.400,-1344.295,-2.560,9.800,-100.822,****
8641.800,-1293.288,-2.555,10.200,-96.997,****
8648.200,-1338.125,-2.562,10.700,-100.359,****
8654.600,-1369.227,-2.557,11.100,-102.692,****
8661.000,-1320.365,-2.549,11.500,-99.027,****
8667.400,-1303.834,-2.551,12.000,-97.788,****
8673.800,-1351.547,-2.555,12.400,-101.366,****
8680.200,-1361.609,-2.548,12.900,-102.121,****
8686.600,-1291.522,-2.540,13.300,-96.864,****
8693.000,-1330.331,-2.546,13.700,-99.775,****
8699.400,-1366.022,-2.541,14.100,-102.452,****
8705.800,-1294.382,-2.533,14.600,-97.079,****
8712.200,-1325.894,-2.538,15.000,-99.442,****
8718.600,-1365.669,-2.534,15.400,-102.425,****
8725.000,-1307.373,-2.525,15.800,-98.053,****
8731.400,-1307.284,-2.529,16.300,-98.046,****
8737.800,-1371.557,-2.528,16.700,-102.867,****
8744.200,-1330.582,-2.520,17.100,-99.794,****
8750.600,-1293.703,-2.516,17.500,-97.028,****
8757.000,-1341.610,-2.524,17.900,-100.621,****
8763.400,-1372.793,-2.519,18.500,-102.959,****
8769.800,-1341.128,-2.512,18.800,-100.585,****
8776.200,-1296.032,-2.506,19.200,-97.202,****
8782.600,-1304.755,-2.509,19.700,-97.857,****
8789.000,-1362.325,-2.512,20.100,-102.174,****
8795.400,-1343.435,-2.503,20.600,-100.758,****
8801.800,-1304.381,-2.496,21.000,-97.829,****
8808.200,-1318.726,-2.502,21.400,-98.904,****
8814.600,-1350.338,-2.503,21.800,-101.275,****
8821.000,-1371.660,-2.498,22.300,-102.874,****
8827.400,-1320.084,-2.488,22.700,-99.006,****
8833.800,-1292.366,-2.485,23.100,-96.927,****
8840.200,-1312.693,-2.489,23.500,-98.452,****
8846.600,-1364.200,-2.491,24.000,-102.315,****
8853.000,-1364.514,-2.484,24.400,-102.339,****
8859.400,-1318.473,-2.476,24.800,-98.885,****
8865.800,-1288.334,-2.475,25.200,-96.625,****
8872.200,-1302.208,-2.475,25.800,-97.666,****
8878.600,-1353.109,-2.478,26.200,-101.483,****
8885.000,-1371.325,-2.472,26.600,-102.849,****
8891.400,-1357.802,-2.468,27.000,-101.835,****
8897.800,-1302.418,-2.459,27.400,-97.681,****
8904.200,-1298.843,-2.456,27.900,-97.413,****
8910.600,-1295.595,-2.457,28.300,-97.170,****
8917.000,-1331.437,-2.459,28.700,-99.858,****
8923.400,-1338.928,-2.457,29.100,-100.420,****
8929.800,-1370.863,-2.452,29.600,-102.815,****
8936.200,-1357.889,-2.447,30.000,-101.842,****
8942.600,-1340.386,-2.441,30.400,-100.529,****
8949.000,-1295.500,-2.435,30.800,-97.162,****
8955.400,-1296.340,-2.436,31.300,-97.226,****
8961.800,-1318.398,-2.436,31.700,-98.880,****
8968.200,-1361.580,-2.436,32.100,-102.119,****
8974.600,-1364.773,-2.433,32.500,-102.358,****
8981.000,-1346.128,-2.423,32.900,-100.960,****
8987.400,-1307.964,-2.415,33.400,-98.097,****
8993.800,-1292.348,-2.413,33.900,-96.926,****
9000.200,-1327.817,-2.417,34.300,-99.586,****
9006.600,-1352.774,-2.416,34.700,-101.458,****
9013.000,-1370.547,-2.410,35.100,-102.791,****
9019.400,-1318.751,-2.399,35.500,-98.906,****
9025.800,-1299.329,-2.394,36.000,-97.450,****
9032.200,-1290.339,-2.394,36.300,-96.775,****
9038.600,-1339.499,-2.397,36.800,-100.462,****
9045.000,-1340.202,-2.394,37.200,-100.515,****
9051.400,-1367.809,-2.390,37.600,-102.586,****
9057.800,-1351.216,-2.381,38.000,-101.341,****
9064.200,-1349.051,-2.377,38.500,-101.179,****
9070.600,-1307.099,-2.368,39.000,-98.032,****
9077.000,-1290.388,-2.366,39.400,-96.779,****
9083.400,-1295.402,-2.364,39.800,-97.155,****
9089.800,-1347.250,-2.367,40.200,-101.044,****
9096.200,-1357.076,-2.363,40.700,-101.781,****
9102.600,-1368.778,-2.355,41.100,-102.658,****
9109.000,-1313.344,-2.343,41.500,-98.501,****
9115.400,-1299.756,-2.339,41.900,-97.482,****
9121.800,-1313.582,-2.341,42.400,-98.519,****
9128.200,-1356.462,-2.341,42.800,-101.735,****
9134.600,-1368.193,-2.335,43.300,-102.614,****
9141.000,-1334.201,-2.323,43.700,-100.065,****
9147.400,-1302.144,-2.316,44.100,-97.661,****
9153.800,-1297.837,-2.315,44.500,-97.338,****
9160.200,-1353.536,-2.317,44.900,-101.515,****
9166.600,-1370.850,-2.309,45.300,-102.814,****
9173.000,-1316.097,-2.296,45.700,-98.707,****
9179.400,-1316.487,-2.297,46.200,-98.737,****
9185.800,-1349.953,-2.296,46.700,-101.246,****
9192.200,-1342.638,-2.283,47.000,-100.698,****
9198.600,-1292.814,-2.275,47.400,-96.961,****
9205.000,-1315.784,-2.274,47.800,-98.684,****
9211.400,-1359.427,-2.267,48.300,-101.957,****
9217.800,-1304.163,-2.254,48.800,-97.812,****
9224.200,-1310.047,-2.253,49.200,-98.254,****
9230.600,-1366.304,-2.247,49.500,-102.473,****
9237.000,-1320.974,-2.234,50.100,-99.073,****
9243.400,-1311.169,-2.232,50.500,-98.338,****
9249.800,-1369.064,-2.226,50.900,-102.680,****
9256.200,-1329.359,-2.212,51.300,-99.702,****
9262.600,-1309.223,-2.208,51.800,-98.192,****
9269.000,-1368.918,-2.202,52.200,-102.669,****
9275.400,-1328.067,-2.187,52.600,-99.605,****
9281.800,-1323.888,-2.184,53.000,-99.292,****
9288.200,-1368.252,-2.176,53.400,-102.619,****
9294.600,-1315.608,-2.158,53.900,-98.671,****
9301.000,-1339.182,-2.159,54.200,-100.439,****
9307.400,-1358.353,-2.145,54.700,-101.876,****
9313.800,-1294.914,-2.130,55.100,-97.119,****
9320.200,-1368.364,-2.126,55.600,-102.627,****
9326.600,-1322.539,-2.107,56.000,-99.190,****
9333.000,-1341.924,-2.105,56.500,-100.644,****
9339.400,-1325.475,-2.084,56.800,-99.411,****
9345.800,-1304.919,-2.076,57.300,-97.869,****
9352.200,-1357.364,-2.065,57.700,-101.802,****
9358.600,-1294.908,-2.047,58.200,-97.118,****
9365.000,-1354.652,-2.043,58.600,-101.599,****
9371.400,-1302.900,-2.018,59.000,-97.717,****
9377.800,-1340.275,-2.014,59.500,-100.521,****
9384.200,-1329.522,-1.992,59.800,-99.714,****
9390.600,-1332.481,-1.984,60.200,-99.936,****
9397.000,-1355.895,-1.965,60.700,-101.692,****
9403.400,-1318.160,-1.950,61.200,-98.862,****
9409.800,-1346.256,-1.931,61.600,-100.969,****
9416.200,-1299.154,-1.914,62.000,-97.437,****
9422.600,-1350.643,-1.898,62.400,-101.298,****
9429.000,-1308.085,-1.879,62.900,-98.106,****
9435.400,-1351.677,-1.862,63.300,-101.376,****
9441.800,-1336.013,-1.848,63.700,-100.201,****
9448.200,-1334.214,-1.822,64.100,-100.066,****
9454.600,-1336.972,-1.810,64.500,-100.273,****
9461.000,-1323.653,-1.781,65.000,-99.274,****
9467.400,-1320.215,-1.767,65.400,-99.016,****
9473.800,-1330.544,-1.741,65.800,-99.791,****
9480.200,-1332.428,-1.727,66.200,-99.932,****
9486.600,-1346.117,-1.701,66.700,-100.959,****
9493.000,-1319.304,-1.682,67.100,-98.948,****
9499.400,-1360.434,-1.660,67.500,-102.033,****
9505.800,-1298.579,-1.636,67.900,-97.393,****
9512.200,-1336.681,-1.614,68.400,-100.251,****
9518.600,-1327.983,-1.598,68.800,-99.599,****
9525.000,-1314.417,-1.569,69.200,-98.581,****
9531.400,-1367.490,-1.557,69.700,-102.562,****
9537.800,-1297.497,-1.529,70.000,-97.312,****
9544.200,-1336.173,-1.510,70.500,-100.213,****
9550.600,-1352.195,-1.499,71.000,-101.415,****
9557.000,-1300.588,-1.470,71.400,-97.544,****
9563.400,-1350.946,-1.456,71.800,-101.321,****
9569.800,-1324.615,-1.441,72.300,-99.346,****
9576.200,-1323.003,-1.418,72.700,-99.225,****
9582.600,-1354.314,-1.412,73.100,-101.574,****
9589.000,-1322.981,-1.387,73.500,-99.224,****
9595.400,-1347.970,-1.383,73.900,-101.098,****
9601.800,-1311.517,-1.359,74.400,-98.364,****
9608.200,-1338.000,-1.356,74.800,-100.350,****
9614.600,-1311.648,-1.335,75.200,-98.374,****
9621.000,-1347.695,-1.335,75.600,-101.077,****
9627.400,-1323.241,-1.314,76.100,-99.243,****
9633.800,-1353.632,-1.314,76.500,-101.522,****
9640.200,-1319.818,-1.294,76.900,-98.986,****
9646.600,-1337.906,-1.295,77.300,-100.343,****
9653.000,-1323.487,-1.278,77.800,-99.262,****
9659.400,-1310.844,-1.275,78.200,-98.313,****
9665.800,-1340.369,-1.266,78.600,-100.528,****
9672.200,-1315.457,-1.262,79.000,-98.659,****
9678.600,-1368.157,-1.257,79.400,-102.612,****
9685.000,-1293.192,-1.245,79.900,-96.989,****
9691.400,-1357.082,-1.248,80.300,-101.781,****
9697.800,-1331.012,-1.234,80.800,-99.826,****
9704.200,-1317.250,-1.234,81.200,-98.794,****
9710.600,-1368.225,-1.229,81.700,-102.617,****
9717.000,-1299.846,-1.217,82.000,-97.488,****
9723.400,-1344.623,-1.222,82.400,-100.847,****
9729.800,-1357.431,-1.213,82.800,-101.807,****
9736.200,-1293.167,-1.205,83.400,-96.988,****
9742.600,-1354.482,-1.209,83.800,-101.586,****
9749.000,-1352.802,-1.199,84.200,-101.460,****
9755.400,-1303.739,-1.194,84.600,-97.780,****
9761.800,-1368.637,-1.193,85.000,-102.648,****
9768.200,-1315.696,-1.181,85.600,-98.677,****
9774.600,-1333.772,-1.186,85.900,-100.033,****
9781.000,-1363.591,-1.179,86.300,-102.269,****
9787.400,-1296.094,-1.169,86.700,-97.207,****
9793.800,-1353.212,-1.176,87.200,-101.491,****
9800.200,-1355.406,-1.166,87.600,-101.655,****
9806.600,-1293.730,-1.159,88.000,-97.030,****
9813.000,-1363.251,-1.163,88.400,-102.244,****
9819.400,-1333.393,-1.151,88.900,-100.004,****
9825.800,-1303.409,-1.150,89.300,-97.756,****
9832.200,-1366.055,-1.151,89.700,-102.454,****
9838.600,-1325.687,-1.139,90.000,-99.427,****
9845.000,-1320.064,-1.141,90.500,-99.005,****
9851.400,-1366.597,-1.140,91.000,-102.495,****
9857.800,-1317.085,-1.127,91.400,-98.781,****
9864.200,-1315.358,-1.130,91.900,-98.652,****
9870.600,-1356.656,-1.130,92.300,-101.749,****
9877.000,-1330.051,-1.118,92.800,-99.754,****
9883.400,-1300.411,-1.117,93.200,-97.531,****
9889.800,-1340.368,-1.119,93.600,-100.528,****
9896.200,-1351.540,-1.110,94.000,-101.366,****
9902.600,-1295.244,-1.103,94.500,-97.143,****
9909.000,-1339.496,-1.108,94.800,-100.462,****
9915.400,-1349.093,-1.099,95.200,-101.182,****
9921.800,-1306.943,-1.091,95.600,-98.021,****
9928.200,-1337.782,-1.098,96.000,-100.334,****
9934.600,-1344.676,-1.088,96.600,-100.851,****
9941.000,-1295.591,-1.082,97.000,-97.169,****
9947.400,-1339.901,-1.088,97.400,-100.493,****
9953.800,-1338.624,-1.077,97.800,-100.397,****
9960.200,-1293.497,-1.072,98.300,-97.012,****
9966.600,-1351.601,-1.078,98.700,-101.370,****
9973.000,-1336.086,-1.066,99.200,-100.206,****
9979.400,-1293.523,-1.063,99.600,-97.014,****
9985.800,-1356.595,-1.068,100.000,-101.745,****
9992.200,-1325.730,-1.055,100.400,-99.430,****
9998.600,-1322.115,-1.058,100.800,-99.159,****
10005.000,-1352.749,-1.052,101.200,-101.456,****
10011.400,-1293.376,-1.046,101.700,-97.003,****
10017.800,-1366.377,-1.050,102.200,-102.478,****
10024.200,-1303.700,-1.037,102.600,-97.778,****
10030.600,-1339.088,-1.044,102.900,-100.432,****
10037.000,-1324.811,-1.031,103.300,-99.361,****
10043.400,-1316.294,-1.033,103.800,-98.722,****
10049.800,-1360.005,-1.030,104.200,-102.000,****
10056.200,-1294.429,-1.023,104.500,-97.082,****
10062.600,-1365.435,-1.027,104.800,-102.408,****
10069.000,-1303.412,-1.014,104.900,-97.756,****
10075.400,-1350.821,-1.022,105.100,-101.312,****
10081.800,-1329.102,-1.010,105.200,-99.683,****
10088.200,-1320.863,-1.012,105.300,-99.065,****
10094.600,-1352.849,-1.007,105.400,-101.464,****
10101.000,-1296.741,-1.003,105.400,-97.256,****
10107.400,-1367.580,-1.004,105.500,-102.569,****
10113.800,-1295.909,-0.994,105.600,-97.193,****
10120.200,-1358.978,-1.001,105.500,-101.923,****
10126.600,-1310.489,-0.987,105.600,-98.287,****
10133.000,-1344.349,-0.995,105.600,-100.826,****
10139.400,-1326.431,-0.983,105.600,-99.482,****
10145.800,-1330.229,-0.988,105.700,-99.767,****
10151.780,-1360.923,-0.987,105.600,-102.069,****
10151.800,-1367.477,-0.986,105.600,-102.561,****
10152.200,-1363.487,-0.987,105.600,-102.262,****
10152.400,-1377.196,-0.989,105.600,-103.290,****
10152.600,-1391.159,-0.991,105.600,-104.337,****
10152.800,-1404.787,-0.993,105.600,-105.359,****
10153.000,-1418.310,-0.995,105.600,-106.373,****
10153.200,-1432.666,-0.997,105.600,-107.450,****
10153.400,-1446.267,-0.999,105.600,-108.470,****
10153.600,-1459.975,-1.001,105.600,-109.498,****
10153.800,-1473.805,-1.003,105.600,-110.535,****
10154.000,-1487.113,-1.005,105.600,-111.533,****
10154.200,-1500.503,-1.007,105.600,-112.538,****
10154.400,-1514.347,-1.009,105.600,-113.576,****
10154.600,-1527.988,-1.011,105.600,-114.599,****
10154.800,-1541.120,-1.013,105.600,-115.584,****
10155.000,-1555.030,-1.015,105.600,-116.627,****
10155.200,-1568.794,-1.017,105.600,-117.660,****
10155.400,-1582.071,-1.018,105.600,-118.655,****
10155.600,-1595.430,-1.020,105.600,-119.657,****
10155.800,-1609.423,-1.022,105.600,-120.707,****
10156.000,-1623.078,-1.024,105.600,-121.731,****
10156.200,-1636.440,-1.026,105.600,-122.733,****
10156.400,-1650.275,-1.028,105.600,-123.771,****
10156.600,-1663.539,-1.030,105.600,-124.765,****
10156.800,-1677.065,-1.032,105.600,-125.780,****
10157.000,-1691.231,-1.034,105.600,-126.842,****
10157.200,-1704.215,-1.036,105.600,-127.816,****
10157.400,-1717.985,-1.038,105.600,-128.849,****
10157.600,-1732.108,-1.040,105.600,-129.908,****
10157.800,-1745.621,-1.042,105.600,-130.922,****
10158.000,-1758.950,-1.044,105.600,-131.921,****
10158.200,-1772.593,-1.046,105.600,-132.945,****
10158.400,-1787.036,-1.048,105.600,-134.028,****
10158.600,-1800.603,-1.050,105.600,-135.045,****
10158.800,-1814.454,-1.052,105.600,-136.084,****
10159.000,-1828.264,-1.054,105.600,-137.120,****
10159.200,-1841.342,-1.056,105.600,-138.101,****
10159.400,-1855.233,-1.058,105.600,-139.142,****
10159.600,-1869.296,-1.060,105.600,-140.197,****
10159.800,-1882.890,-1.062,105.600,-141.217,****
10160.000,-1896.454,-1.064,105.600,-142.234,****
10160.200,-1909.648,-1.066,105.600,-143.224,****
10160.400,-1922.916,-1.068,105.600,-144.219,****
10160.600,-1936.240,-1.070,105.600,-145.218,****
10160.800,-1950.390,-1.072,105.600,-146.279,****
10161.000,-1964.066,-1.074,105.600,-147.305,****
10161.200,-1977.259,-1.076,105.600,-148.294,****
10161.400,-1990.933,-1.078,105.600,-149.320,****
10161.600,-2005.294,-1.080,105.600,-150.397,****
10161.800,-2018.428,-1.082,105.600,-151.382,****
10162.000,-2032.051,-1.084,105.600,-152.404,****
10162.200,-2046.033,-1.086,105.600,-153.453,****
10162.400,-2059.359,-1.088,105.600,-154.452,****
10162.600,-2073.080,-1.090,105.600,-155.481,****
10162.800,-2087.327,-1.092,105.600,-156.550,****
10163.000,-2100.548,-1.094,105.600,-157.541,****
10163.200,-2114.442,-1.096,105.600,-158.583,****
10163.400,-2128.241,-1.098,105.600,-159.618,****
10163.600,-2141.630,-1.100,105.600,-160.622,****
10163.800,-2155.070,-1.102,105.600,-161.630,****
10164.000,-2168.430,-1.104,105.600,-162.632,****
10164.200,-2182.283,-1.106,105.600,-163.671,****
10164.400,-2195.369,-1.108,105.600,-164.653,****
10164.600,-2209.015,-1.110,105.600,-165.676,****
10164.800,-2223.747,-1.112,105.600,-166.781,****
10165.000,-2237.567,-1.114,105.600,-167.818,****
10165.200,-2251.046,-1.116,105.600,-168.828,****
10165.400,-2265.263,-1.118,105.600,-169.895,****
10165.600,-2279.438,-1.120,105.600,-170.958,****
10165.800,-2293.040,-1.122,105.600,-171.978,****
10166.000,-2307.295,-1.124,105.600,-173.047,****
10166.200,-2320.995,-1.126,105.600,-174.075,****
10166.400,-2334.771,-1.128,105.600,-175.108,****
10166.600,-2348.826,-1.130,105.600,-176.162,****
10166.800,-2363.147,-1.132,105.600,-177.236,****
10167.000,-2376.347,-1.134,105.600,-178.226,****
10167.200,-2390.464,-1.136,105.600,-179.285,****
10167.400,-2404.785,-1.138,105.600,-180.359,****
10167.600,-2418.382,-1.140,105.600,-181.379,****
10167.800,-2432.390,-1.142,105.600,-182.429,****
10168.000,-2446.445,-1.144,105.600,-183.483,****
10168.200,-2460.070,-1.146,105.600,-184.505,****
10168.400,-2473.919,-1.148,105.600,-185.544,****
10168.600,-2488.351,-1.150,105.600,-186.626,****
10168.800,-2502.262,-1.152,105.600,-187.670,****
10169.000,-2516.116,-1.154,105.600,-188.709,****
10169.200,-2530.461,-1.156,105.600,-189.785,****
10169.400,-2544.069,-1.158,105.600,-190.805,****
10169.600,-2557.892,-1.160,105.600,-191.842,****
10169.800,-2571.752,-1.162,105.600,-192.881,****
10170.000,-2586.784,-1.164,105.600,-194.009,****
10170.200,-2600.289,-1.166,105.600,-195.022,****
10170.400,-2614.258,-1.168,105.600,-196.069,****
10170.600,-2628.249,-1.170,105.600,-197.119,****
10170.800,-2642.612,-1.172,105.600,-198.196,****
10171.000,-2656.569,-1.174,105.600,-199.243,****
10171.190,-2670.275,-1.176,105.600,-200.271,****
10177.600,-2703.940,-1.181,105.500,-202.796,****
10184.000,-2716.104,-1.177,105.500,-203.708,****
10190.400,-2679.202,-1.169,105.500,-200.940,****
10196.800,-2661.376,-1.164,105.500,-199.603,****
10203.200,-2657.608,-1.162,105.500,-199.321,****
10209.600,-2631.155,-1.159,105.400,-197.337,****
10216.000,-2627.835,-1.160,105.400,-197.088,****
10222.400,-2654.978,-1.154,105.400,-199.123,****
10228.800,-2646.484,-1.152,105.400,-198.486,****
10235.200,-2653.174,-1.150,105.400,-198.988,****
10241.600,-2663.173,-1.149,105.300,-199.738,****
10248.000,-2663.096,-1.146,105.300,-199.732,****
10254.400,-2675.637,-1.146,105.300,-200.673,****
10260.800,-2693.800,-1.146,105.300,-202.035,****
10267.200,-2714.952,-1.146,105.200,-203.621,****
10273.600,-2703.470,-1.148,105.200,-202.760,****
10280.000,-2688.347,-1.145,105.200,-201.626,****
10286.400,-2674.699,-1.141,105.200,-200.602,****
10292.800,-2651.525,-1.136,105.200,-198.864,****
10299.200,-2634.247,-1.132,105.200,-197.568,****
10305.600,-2625.007,-1.128,105.200,-196.875,****
10312.000,-2638.813,-1.123,105.200,-197.911,****
10318.400,-2656.238,-1.122,105.200,-199.218,****
10324.800,-2668.304,-1.121,105.100,-200.123,****
10331.200,-2691.893,-1.122,105.100,-201.892,****
10337.600,-2703.159,-1.121,105.200,-202.737,****
10344.000,-2714.460,-1.121,105.100,-203.584,****
10350.400,-2705.538,-1.122,105.100,-202.915,****
10356.800,-2688.211,-1.120,105.100,-201.616,****
10363.200,-2680.949,-1.117,105.100,-201.071,****
10369.600,-2656.531,-1.112,105.000,-199.240,****
10376.000,-2640.293,-1.108,105.100,-198.022,****
10382.400,-2651.506,-1.108,105.100,-198.863,****
10388.800,-2634.812,-1.103,105.100,-197.611,****
10395.200,-2628.126,-1.100,105.100,-197.109,****
10401.600,-2628.040,-1.098,105.100,-197.103,****
10408.000,-2626.304,-1.096,105.100,-196.973,****
10414.400,-2640.736,-1.096,105.100,-198.055,****
10420.800,-2663.864,-1.097,105.100,-199.790,****
10427.200,-2685.373,-1.098,105.100,-201.403,****
10433.600,-2705.532,-1.096,105.100,-202.915,****
10440.000,-2711.916,-1.093,105.000,-203.394,****
10446.400,-2715.462,-1.090,105.100,-203.660,****
10452.800,-2708.655,-1.087,105.100,-203.149,****
10459.200,-2711.787,-1.085,105.100,-203.384,****
10465.600,-2687.515,-1.080,105.100,-201.564,****
10472.000,-2665.790,-1.076,105.100,-199.934,****
10478.400,-2652.232,-1.072,105.100,-198.917,****
10484.800,-2635.201,-1.071,105.100,-197.640,****
10491.200,-2626.139,-1.070,105.000,-196.960,****
10497.600,-2624.779,-1.069,105.000,-196.858,****
10504.000,-2653.762,-1.072,105.100,-199.032,****
10510.400,-2667.990,-1.072,105.100,-200.099,****
10516.800,-2692.359,-1.073,105.100,-201.927,****
10523.200,-2708.192,-1.067,105.000,-203.114,****
10529.600,-2674.520,-1.061,105.000,-200.589,****
10536.000,-2626.979,-1.058,105.100,-197.023,****
10542.400,-2651.281,-1.062,105.100,-198.846,****
10548.800,-2672.920,-1.063,105.100,-200.469,****
10555.200,-2712.935,-1.061,105.100,-203.470,****
10561.600,-2692.938,-1.055,105.000,-201.970,****
10568.000,-2657.752,-1.049,105.000,-199.331,****
10574.400,-2639.280,-1.052,105.100,-197.946,****
10580.800,-2694.373,-1.056,105.100,-202.078,****
10587.200,-2681.538,-1.047,105.100,-201.115,****
10593.600,-2631.091,-1.046,105.100,-197.332,****
10600.000,-2678.197,-1.050,105.100,-200.865,****
10606.400,-2714.830,-1.046,105.100,-203.612,****
10612.800,-2663.378,-1.038,105.100,-199.753,****
10619.200,-2632.211,-1.036,105.000,-197.416,****
10625.600,-2668.409,-1.043,105.000,-200.131,****
10632.000,-2702.461,-1.043,105.100,-202.685,****
10638.400,-2709.219,-1.038,105.100,-203.191,****
10644.800,-2632.658,-1.030,104.800,-197.449,****
10651.200,-2637.202,-1.033,104.300,-197.790,****
10657.600,-2678.846,-1.037,103.800,-200.913,****
10664.000,-2712.773,-1.033,103.300,-203.458,****
10670.400,-2660.000,-1.025,102.800,-199.500,****
10676.800,-2650.726,-1.030,102.400,-198.804,****
10683.200,-2701.387,-1.034,101.900,-202.604,****
10689.600,-2700.609,-1.027,101.300,-202.546,****
10696.000,-2630.809,-1.021,100.800,-197.311,****
10702.400,-2658.193,-1.027,100.300,-199.364,****
10708.800,-2701.052,-1.030,99.800,-202.579,****
10715.200,-2658.038,-1.018,99.300,-199.353,****
10721.600,-2630.967,-1.021,98.900,-197.322,****
10728.000,-2696.594,-1.028,98.400,-202.245,****
10734.400,-2692.230,-1.020,98.100,-201.917,****
10740.800,-2657.970,-1.015,97.700,-199.348,****
10747.200,-2630.437,-1.018,97.100,-197.283,****
10753.600,-2675.732,-1.023,96.800,-200.680,****
10760.000,-2709.259,-1.023,96.300,-203.194,****
10766.400,-2653.380,-1.012,95.900,-199.004,****
10772.800,-2631.545,-1.016,95.400,-197.366,****
10779.200,-2692.412,-1.022,95.000,-201.931,****
10785.600,-2673.967,-1.013,94.600,-200.548,****
10792.000,-2631.213,-1.011,94.200,-197.341,****
10798.400,-2662.549,-1.018,93.800,-199.691,****
10804.800,-2714.785,-1.018,93.300,-203.609,****
10811.200,-2679.249,-1.012,92.900,-200.944,****
10817.600,-2626.529,-1.011,92.400,-196.990,****
10824.000,-2631.284,-1.009,92.100,-197.346,****
10830.400,-2648.895,-1.014,91.600,-198.667,****
10836.800,-2715.670,-1.016,91.100,-203.675,****
10843.200,-2675.341,-1.010,90.800,-200.651,****
10849.600,-2629.305,-1.009,90.400,-197.198,****
10856.000,-2689.977,-1.018,89.900,-201.748,****
10862.400,-2712.450,-1.014,89.500,-203.434,****
10868.800,-2645.910,-1.007,89.100,-198.443,****
10875.200,-2662.451,-1.015,88.800,-199.684,****
10881.600,-2707.231,-1.017,88.400,-203.042,****
10888.000,-2657.330,-1.007,87.900,-199.300,****
10894.400,-2632.915,-1.011,87.500,-197.469,****
10900.800,-2694.404,-1.018,87.000,-202.080,****
10907.200,-2652.310,-1.006,86.700,-198.923,****
10913.600,-2633.896,-1.011,86.200,-197.542,****
10920.000,-2696.760,-1.018,85.700,-202.257,****
10926.400,-2664.623,-1.008,85.100,-199.847,****
10932.800,-2625.774,-1.009,84.700,-196.933,****
10939.200,-2693.726,-1.018,84.300,-202.029,****
10945.600,-2685.865,-1.011,84.100,-201.440,****
10952.000,-2646.310,-1.007,83.600,-198.473,****
10958.400,-2669.708,-1.016,82.900,-200.228,****
10964.800,-2713.961,-1.017,82.600,-203.547,****
10971.200,-2687.125,-1.012,82.100,-201.534,****
10977.600,-2627.700,-1.011,81.900,-197.078,****
10984.000,-2664.264,-1.017,81.100,-199.820,****
10990.400,-2712.746,-1.018,80.700,-203.456,****
10996.800,-2657.462,-1.010,80.500,-199.310,****
11003.200,-2627.092,-1.011,80.200,-197.032,****
11009.600,-2681.055,-1.020,79.500,-201.079,****
11016.000,-2709.544,-1.017,78.500,-203.216,****
11022.400,-2670.042,-1.012,79.000,-200.253,****
11028.800,-2645.043,-1.017,78.300,-198.378,****
11035.200,-2705.106,-1.022,77.900,-202.883,****
11041.600,-2682.589,-1.016,77.000,-201.194,****
11048.000,-2643.518,-1.018,76.800,-198.264,****
11054.400,-2694.819,-1.024,76.000,-202.111,****
11060.800,-2696.878,-1.019,75.900,-202.266,****
